number,state,title,author,body,created_at,updated_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files,conversation,closed_at,title_length,body_length,has_test,has_bug,has_feature,has_document,has_improve,has_refactor,files_updated,comment_num,comment_length,total_changes,total_additions_commit,total_deletions_commit,commit_authors_count,commit_count,unique_reviewers,total_comments,first_comment_time,project
267918,closed,Engineering - fix pipeline condition,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 08:00:16+00:00,2025-09-23T08:13:15Z,2025-09-23T08:13:14Z,True,0,0,1,9,8,1,0,2025-09-23 08:13:14+00:00,36,344,False,True,False,False,False,False,1,0,0,17,9,8,1,1,,,,vscode
267917,closed,chat - anonymous disclaimer in inline chat,bpasero,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 07:57:55+00:00,2025-09-23T08:09:24Z,2025-09-23T08:09:23Z,True,0,2,1,65,23,5,2,2025-09-23 08:09:24+00:00,42,344,False,False,False,False,False,False,5,0,0,88,65,23,1,1,,,,vscode
267898,closed,fixed overlapping disclaimer text,eli-w-king,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->


Fixes overlapping disclaimer text in chat empty state: https://github.com/microsoft/vscode/issues/265071
<img width=""177"" height=""308"" alt=""Screenshot 2025-09-22 at 9 48 20 PM"" src=""https://github.com/user-attachments/assets/4f325361-82ef-40ed-8145-58840be10401"" />

",2025-09-23 04:50:48+00:00,2025-09-24T01:35:58Z,,False,0,3,3,8,0,1,3,2025-09-24 01:35:58+00:00,33,613,False,True,False,False,False,False,1,0,0,51,42,9,1,3,,,,vscode
267896,closed,Tuned data prompt for telemetry analysis,digitarald,"- Less initial file/tool discoverty; but still fallback
- Optimized away most cases of no-query-but-just-explaining
- Better handling of lowercase events and props",2025-09-23 04:16:17+00:00,2025-09-23T05:03:01Z,2025-09-23T05:03:00Z,True,0,0,1,20,29,1,0,2025-09-23 05:03:00+00:00,40,163,False,False,False,False,False,False,1,0,0,49,20,29,1,1,,,,vscode
267870,closed,Fix missing localized string,mjbvz,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-22 22:55:04+00:00,2025-09-22T23:38:17Z,2025-09-22T23:38:16Z,True,1,1,1,1,1,1,2,2025-09-22 23:38:16+00:00,28,344,False,True,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
267869,closed,Adds editor.inlineSuggest.suppressInSnippetMode (default false),hediet,Fixes https://github.com/microsoft/vscode/issues/254275,2025-09-22 22:53:56+00:00,2025-09-22T23:37:33Z,2025-09-22T23:37:32Z,True,0,2,1,28,1,4,2,2025-09-22 23:37:32+00:00,63,55,False,True,False,False,False,False,4,0,0,29,28,1,1,1,,,,vscode
267865,closed,feature-busqueda,moiseslopez1014,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

Hi VSC Team, Just reject this pull request, still noob.
This is just a test, for learning purposes. And trolling a little bit :)

Have a nice day.",2025-09-22 22:29:55+00:00,2025-09-23T08:11:48Z,,False,0,0,1,1,0,1,0,2025-09-23 08:11:48+00:00,16,491,False,False,True,False,False,False,1,0,0,1,1,0,1,1,,,,vscode
267856,closed,Refactor welcome view rendering to use a scheduler for debouncing and prevent reentrant calls,bhavyaus,"Fixes:
https://github.com/microsoft/vscode/issues/267105

",2025-09-22 21:40:33+00:00,2025-09-23T09:04:54Z,2025-09-23T09:04:45Z,True,1,2,2,28,11,1,3,2025-09-23 09:04:45+00:00,93,58,False,True,False,False,False,True,1,2,36,41,29,12,1,2,2.0,2.0,2025-09-23T01:04:36Z,vscode
267855,closed,Reactive chat history: Fix issues with Copilot Agent implementation,hawkticehurst,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

Adds fixes to https://github.com/microsoft/vscode/pull/267829",2025-09-22 21:39:28+00:00,2025-09-22T21:40:22Z,2025-09-22T21:40:17Z,True,0,0,1,34,3,1,0,2025-09-22 21:40:17+00:00,67,406,False,True,False,False,False,False,1,0,0,37,34,3,1,1,,,,vscode
267853,open,Don't eagerly attach pasted images in `provideDocumentPasteEdits`,mjbvz,"Fixes #267850

`provideDocumentPasteEdits` should be side effect free

",2025-09-22 20:49:13+00:00,2025-09-22T20:51:22Z,,False,1,1,1,0,2,1,2,,65,71,False,True,False,True,False,False,1,0,0,2,0,2,1,1,,,,vscode
267851,closed,revert compilation change,meganrogge,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-22 20:45:43+00:00,2025-09-22T21:53:45Z,2025-09-22T21:53:44Z,True,0,1,3,13,35,4,1,2025-09-22 21:53:44+00:00,25,344,False,False,False,False,False,False,4,0,0,171,63,108,2,3,,,,vscode
267835,closed,Pick up latest TS for building vscode,mjbvz,,2025-09-22 20:09:51+00:00,2025-09-22T20:53:23Z,2025-09-22T20:53:22Z,True,1,0,1,43,67,2,1,2025-09-22 20:53:22+00:00,37,0,False,False,False,False,False,False,2,0,0,110,43,67,1,1,,,,vscode
267833,closed,Re-enable MSAL broker on macOS,TylerLeonhardt,"Fixes https://github.com/microsoft/vscode/issues/260158

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-22 19:52:41+00:00,2025-09-22T20:36:32Z,2025-09-22T20:36:31Z,True,0,0,1,5,5,2,0,2025-09-22 20:36:31+00:00,30,401,False,True,False,False,False,False,2,0,0,10,5,5,1,1,,,,vscode
267832,closed,"If no persisted model selection, resolve model to default",lramos15,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
This resolves the model to the default model if the persisted model is not available ",2025-09-22 19:42:18+00:00,2025-09-22T23:53:51Z,2025-09-22T23:53:50Z,True,0,1,1,3,1,1,1,2025-09-22 23:53:50+00:00,57,429,False,False,False,False,False,False,1,0,0,4,3,1,1,1,,,,vscode
267827,closed,"make chat footer, model info accessible",meganrogge,"fixes #266687

cc @lramos15 


https://github.com/user-attachments/assets/04a3a479-4658-40e1-b8a4-347dcd4976f0

",2025-09-22 19:16:44+00:00,2025-09-22T22:03:54Z,2025-09-22T22:03:53Z,True,0,1,1,2,0,1,1,2025-09-22 22:03:53+00:00,39,112,False,True,False,False,False,False,1,0,0,2,2,0,1,1,,,,vscode
267823,open,Change padding from 4px to 5px to increase target size to at least 24…,DBowen33,"Change padding from 4px to 5px to increase target size to at least 24 x 24 pixels

Fixes #267821

**Steps to Test:**
Go to File menu
Click ""New file"" menu option
Observe that the input box with placeholder text ""Select File Type or Enter File Name..."" now has size of 583.81 x 25 pixels.
",2025-09-22 18:59:33+00:00,2025-09-22T19:27:57Z,,False,0,0,2,1,1,1,0,,70,288,False,True,False,False,False,False,1,0,0,12,10,2,2,2,,,,vscode
267818,closed,fix: adds aria-description to provide screen reader context for tooltip,essjay05,"Updates Command Command Center control workspace button to have an aria- description to provide screen reader context for the tooltip that appears when Search Workspace is hovered.

Fixes https://github.com/microsoft/vscode/issues/267817

## Steps to Test:

1. Checkout the PR: git checkout
2. Rebuild and Run the project. Follow the standard process for building the project and launching the IDE.
3. Enable a screen reader: Turn on a screen reader on your operating system (e.g., VoiceOver on macOS, NVDA on Windows, or ChromeVox on ChromeOS).
4. Hover or focus on the ""Search Workspace"" button in the `.monaco-action-bar`/VSCode toolbar at the top.
5. Observe the screen reader announcing the button text value as well as the text value of the tooltip that appears on focus/hover.

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-22 18:28:48+00:00,2025-09-22T19:36:54Z,2025-09-22T19:36:54Z,True,1,0,1,1,0,1,1,2025-09-22 19:36:54+00:00,71,1129,False,True,False,False,False,False,1,1,7,1,1,0,1,1,1.0,1.0,2025-09-22T19:25:07Z,vscode
267816,closed,mcp: fix lost progress token,connor4312,"closes #267500

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-22 18:22:37+00:00,2025-09-22T18:34:21Z,2025-09-22T18:34:20Z,True,0,0,1,9,1,2,0,2025-09-22 18:34:20+00:00,28,360,False,True,False,False,False,False,2,0,0,10,9,1,1,1,,,,vscode
267813,closed,Improve progress message for get task output tool,meganrogge,"fix #267735

<img width=""412"" height=""457"" alt=""Screenshot 2025-09-22 at 2 01 19 PM"" src=""https://github.com/user-attachments/assets/f2a2cc4f-dfff-4347-a662-84bb3d78e04b"" />
",2025-09-22 18:02:58+00:00,2025-09-22T18:17:14Z,2025-09-22T18:17:13Z,True,0,2,2,5,3,2,2,2025-09-22 18:17:13+00:00,49,174,False,True,False,False,True,False,2,0,0,12,7,5,1,2,,,,vscode
267812,closed,Allow excluding tools from sub servers and allow the command palette to be kept open if a command is run,TylerLeonhardt,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
some fixes for playwright vscode mcp",2025-09-22 18:02:37+00:00,2025-09-22T18:14:07Z,2025-09-22T18:14:06Z,True,0,2,1,54,14,2,2,2025-09-22 18:14:06+00:00,104,380,False,True,False,False,False,False,2,0,0,68,54,14,1,1,,,,vscode
267808,closed,always focus chat response when a11y view is closed,meganrogge,"fix #267802

The user was inspecting a response, so we should focus that response on close.",2025-09-22 17:02:56+00:00,2025-09-22T17:14:21Z,2025-09-22T17:14:20Z,True,0,1,1,3,8,1,1,2025-09-22 17:14:20+00:00,51,91,False,True,False,False,False,False,1,0,0,11,3,8,1,1,,,,vscode
267801,closed,fix focus loss after closing a11y help from chat,meganrogge,fix #267800,2025-09-22 16:29:34+00:00,2025-09-22T16:42:15Z,2025-09-22T16:42:14Z,True,0,0,1,9,15,1,0,2025-09-22 16:42:14+00:00,48,11,False,True,False,False,False,False,1,0,0,24,9,15,1,1,,,,vscode
267799,open,Fix memory leak with installing cursor change position listener,irengrig,"... for the case when user has configured relative line numbers.

1) this wrapping method can be called multiple time when any configuration setting changes, so now multiple listeners are installed 
2) unfortunately they also create additional work which may lead to performance degradation

we only need maximum 1 listener installed at a time

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-22 16:27:54+00:00,2025-09-23T09:01:13Z,,False,0,0,1,12,5,1,0,,63,689,False,True,False,False,False,False,1,0,0,17,12,5,1,1,,,,vscode
267795,closed,Editor - fix floating toolbar args,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-22 15:55:17+00:00,2025-09-22T16:13:37Z,2025-09-22T16:13:36Z,True,0,0,1,7,2,1,0,2025-09-22 16:13:36+00:00,34,344,False,True,False,False,False,False,1,0,0,9,7,2,1,1,,,,vscode
267791,closed,add `compilation` to task progress message when it's watching,meganrogge,"fix #267735

<img width=""396"" height=""605"" alt=""Screenshot 2025-09-22 at 11 46 27 AM"" src=""https://github.com/user-attachments/assets/0c92e1b4-5ec2-4e02-8f05-9cd6b028b8c6"" />
",2025-09-22 15:30:47+00:00,2025-09-22T16:02:11Z,2025-09-22T16:02:10Z,True,0,1,4,37,12,4,1,2025-09-22 16:02:10+00:00,61,175,False,True,False,False,False,False,4,0,0,67,46,21,2,4,,,,vscode
267787,open,Prevent symbol-* codicons from displaying colored on toolbars (fix #267766),gjsjohnmurray,"This PR fixes #267766
",2025-09-22 14:49:00+00:00,2025-09-26T08:31:22Z,,False,2,2,5,34,34,1,4,,75,22,False,True,False,False,False,False,1,2,234,9756,7398,2358,2,5,1.0,2.0,2025-09-23T08:29:59Z,vscode
267786,closed,Editor - fix icon foreground in the floating toolbar,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-22 14:46:07+00:00,2025-09-22T15:37:25Z,2025-09-22T14:58:44Z,True,1,1,1,4,0,1,2,2025-09-22 14:58:44+00:00,52,344,False,True,False,False,False,False,1,1,131,4,4,0,1,1,1.0,1.0,2025-09-22T15:37:25Z,vscode
267785,closed,reduce memory by ~1.2 MB,SimonSiefke,"### Overview 

This changes the `toDisposable` function to use a class so that there is one dispose function on the class prototype instead of a dispose closure created for each `toDisposable` function call.

The memory savings seem to be ~1.2 MB.

### Function overview chart

This function overview chart of vscode shows how many function instances exist of each function: 

![base](https://github.com/user-attachments/assets/60588385-ad2c-4f9f-be21-f9024e3100cc)


Notably at the top is `createSingleCallFunction`, which is used by `toDisposable`. 



### Heapsnapshot before
<img width=""928"" height=""454"" alt=""before2"" src=""https://github.com/user-attachments/assets/41081db0-d62f-44fc-8fd2-e1b4c0fcb20e"" />


### Heapsnapshot after

<img width=""928"" height=""454"" alt=""after"" src=""https://github.com/user-attachments/assets/efbd841d-6f47-4b61-9703-c92428dc6e59"" />



### Notable differences:
- The number of `Functions` is reduced from 117165 to 96305
- The number of `closures (System Context)` is reduced from 55728 to 35040
- The number of `{ dispose }` objects is reduced from 11342 to 1192
- The number of `FunctionDisposables` increases from 0 to 10087
- The memory savings seem to be ~1.2 MB.


",2025-09-22 14:36:28+00:00,2025-09-25T05:55:18Z,2025-09-25T05:55:18Z,True,7,1,10,24,13,2,8,2025-09-25 05:55:18+00:00,24,1207,False,False,False,False,False,False,2,9,1871,56244,25234,31010,2,10,2.0,9.0,2025-09-22T19:30:13Z,vscode
