number,state,title,author,body,created_at,updated_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files,conversation,closed_at,title_length,body_length,has_test,has_bug,has_feature,has_document,has_improve,has_refactor,files_updated,comment_num,comment_length,total_changes,total_additions_commit,total_deletions_commit,commit_authors_count,commit_count,unique_reviewers,total_comments,first_comment_time,project
14146,closed,14145 immutable validator,qihuajun,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | yes_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #14145 _x000D_
",2017-05-11 11:44:27+00:00,2017-05-11T11:47:14Z,,False,1,0,2,132,0,4,1,2017-05-11 11:47:14+00:00,25.0,203,True,False,False,False,False,False,42,1,68,1802.0,1568.0,234.0,1.0,2.0,1.0,1.0,2017-05-11T11:47:14Z,yii2
14148,closed,14133 fix for calculating timings with nested mixed profile begin and end,bizley,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #14133 _x000D_
",2017-05-12 08:20:41+00:00,2017-05-12T12:43:01Z,2017-05-12T08:48:17Z,True,1,0,2,52,10,3,1,2017-05-12 08:48:17+00:00,73.0,203,True,False,False,False,False,False,3,1,19,62.0,52.0,10.0,1.0,2.0,1.0,1.0,2017-05-12T08:48:20Z,yii2
1415,closed,Default search behavior in gii-generated CRUD is case insensitive now. Can be forced to be case-sensitive.,battika,"Hello, just a quick enhancement for the default CRUD generator. It adds case insensitive search behavior to gii-generated CRUD's. It's also possible to fall back to the original case sensitiive method by setting the $caseSensitive parameter to false.
",2013-12-04 00:06:37+00:00,2013-12-05T10:18:41Z,,False,2,0,1,8,3,1,2,2013-12-05 10:18:41+00:00,106.0,251,False,False,False,False,False,False,1,2,425,11.0,8.0,3.0,1.0,1.0,2.0,2.0,2013-12-05T09:51:24Z,yii2
14151,closed,Create AttributesBehavior.php,bscheshirwork,"Propose new behavior like ""AttributeBehavior"", but can accept multiply values_x000D_
_x000D_
I think for multiply attributes _x000D_
we need use _x000D_
invert ([attribute => event]) syntax:_x000D_
```php_x000D_
[_x000D_
    'class' => AttributesBehavior::className(),_x000D_
    'attributes' => [_x000D_
        'attribute1' => [_x000D_
            ActiveRecord::EVENT_BEFORE_INSERT => new Expression('NOW()'),_x000D_
            ActiveRecord::EVENT_BEFORE_UPDATE => \Yii::$app->formatter->asDatetime('0000-00-00'),_x000D_
        ],_x000D_
        'attribute2' => [_x000D_
            ActiveRecord::EVENT_BEFORE_VALIDATE => [$this, 'storeAttributes'],_x000D_
            ActiveRecord::EVENT_AFTER_VALIDATE => [$this, 'restoreAttributes'],_x000D_
        ],_x000D_
        'attribute3' => [_x000D_
            ActiveRecord::EVENT_BEFORE_VALIDATE => $fn2 = [$this, 'getAttribute2'],_x000D_
            ActiveRecord::EVENT_AFTER_VALIDATE => $fn2,_x000D_
        ],_x000D_
        'attribute4' => [_x000D_
            ActiveRecord::EVENT_BEFORE_DELETE => function($event) {static::disabled() || $event->isValid = false;},_x000D_
        ],_x000D_
    ],_x000D_
],_x000D_
```_x000D_
_x000D_
Let's discuss!_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | yes_x000D_
| Breaks BC?    | no_x000D_
| Links  | #14101, #9921 _x000D_
",2017-05-12 10:25:12+00:00,2017-08-14T07:39:13Z,2017-08-13T22:03:11Z,True,5,2,11,390,0,3,7,2017-08-13 22:03:11+00:00,29.0,1392,True,False,False,False,False,False,1234,5,179,171244.0,137286.0,33958.0,2.0,11.0,4.0,5.0,2017-07-13T18:23:31Z,yii2
14152,closed,"Translate ""Working with Database"" guide to Bahasa Indonesia",novrian,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | no_x000D_
| Fixed issues  | _x000D_
",2017-05-12 11:08:07+00:00,2017-05-15T12:38:55Z,2017-05-12T11:18:46Z,True,2,0,1,263,0,1,2,2017-05-12 11:18:46+00:00,59.0,194,False,False,False,False,False,False,0,2,40,263.0,263.0,0.0,1.0,1.0,2.0,2.0,2017-05-12T11:18:54Z,yii2
14154,closed,How to use Yii as Microframewok,mtangoo,"PR adds documentation on how to use Yii framework as ""micro-framework""_x000D_
As much as I tried to be accurate with the information, I didn't had enough time to test things out._x000D_
_x000D_
So any correction, factual or otherwise is welcome!_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | N/A_x000D_
| Fixed issues  | #12500, #14095_x000D_
",2017-05-12 14:31:52+00:00,2017-08-23T11:33:24Z,,False,2,14,4,119,0,1,19,2017-08-23 11:32:35+00:00,31.0,470,False,False,False,False,False,False,3,2,87,205.0,162.0,43.0,3.0,4.0,2.0,2.0,2017-07-29T18:06:37Z,yii2
14159,closed,#14157 Fix Incorrect Value When Using loadDefaultValues with DATETIME…,qihuajun,"… Field_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #14157 ",2017-05-15 10:18:12+00:00,2017-12-19T22:45:07Z,2017-12-19T22:45:02Z,True,3,3,5,26,1,3,6,2017-12-19 22:45:02+00:00,70.0,218,True,False,False,False,False,False,271,3,743,42665.0,34022.0,8643.0,2.0,5.0,3.0,3.0,2017-05-15T10:25:18Z,yii2
1416,closed,Helpers refactoring,samdark,"Moved file and path related methods from StringHelper to FileHelper, renamed StringHelper byte methods not to be misused as string methods
",2013-12-04 08:48:58+00:00,2014-06-12T15:44:50Z,2013-12-04T16:00:14Z,True,9,1,3,32,38,12,10,2013-12-04 16:00:14+00:00,19.0,139,True,False,False,False,False,False,45,9,2022,636.0,315.0,321.0,1.0,3.0,7.0,9.0,2013-12-04T13:10:17Z,yii2
14160,closed,Apply primary table alias; include case manual set alias,bscheshirwork,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | yes_x000D_
| Breaks BC?    | no_x000D_
| Fixed issues  | #14150_x000D_
",2017-05-15 11:31:50+00:00,2017-05-15T12:31:23Z,,False,0,0,2,27,26,3,0,2017-05-15 12:31:23+00:00,56.0,174,True,False,False,False,False,False,155,0,0,119292.0,97174.0,22118.0,1.0,2.0,,,,yii2
14161,closed,Apply primary table alias; include case manual set alias,bscheshirwork,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | yes_x000D_
| Breaks BC?    | no_x000D_
| Fixed issues  | #14150_x000D_
",2017-05-15 12:30:24+00:00,2017-05-16T10:25:30Z,,False,0,2,4,27,26,3,2,2017-05-16 10:25:30+00:00,56.0,174,True,False,False,False,False,False,157,0,0,119298.0,97177.0,22121.0,1.0,4.0,,,,yii2
14162,closed,"Translate ""Generating Code with Gii"" guide to Bahasa Indonesia",novrian,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | no_x000D_
| Fixed issues  | _x000D_
",2017-05-15 12:31:51+00:00,2017-05-18T14:28:35Z,2017-05-15T22:31:20Z,True,2,0,1,139,0,1,2,2017-05-15 22:31:20+00:00,62.0,194,False,False,False,False,False,False,0,2,262,139.0,139.0,0.0,1.0,1.0,2.0,2.0,2017-05-15T22:31:24Z,yii2
14163,closed,14150 apply primarytable alias (include case manual set alias) in validators,bscheshirwork,"_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | yes_x000D_
| Breaks BC?    | no_x000D_
| Fixed issues  | #14161, #14150 _x000D_
",2017-05-15 14:55:42+00:00,2017-05-17T10:10:24Z,2017-05-16T10:24:50Z,True,4,1,9,51,26,2,5,2017-05-16 10:24:50+00:00,76.0,199,True,False,False,False,False,False,164,4,517,119380.0,97230.0,22150.0,2.0,8.0,3.0,4.0,2017-05-15T22:30:30Z,yii2
14168,closed,"Bug #14165: Fix slave usage disabled after Connection::close, set _sl…",qihuajun,"…ave to false instead of nulll_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #14165 _x000D_
",2017-05-17 07:07:12+00:00,2017-07-12T13:04:28Z,,False,2,2,4,29,3,3,4,2017-07-12 13:04:28+00:00,70.0,249,True,False,False,False,False,False,6,2,651,40.0,33.0,7.0,2.0,4.0,2.0,2.0,2017-05-17T08:12:21Z,yii2
14170,closed,Apply child table alias/name for joinWith case to condition columns,bscheshirwork,"One step to resolve the problem with ambigous column name and apply alias._x000D_
_x000D_
As part of #7263:_x000D_
_x000D_
For case `joinWith` functional: only one child table inside `joinWithRelation` for each time_x000D_
i.e. not allowed _x000D_
```SQL_x000D_
SELECT * FROM_x000D_
a JOIN b,c _x000D_
WHERE a.id = b.a_id and b.id = c.b_id_x000D_
```_x000D_
i.e. ActiveQuery for the child table is have single `from` and can be use single prefix._x000D_
_x000D_
Note:_x000D_
for #14161_x000D_
This method can be private or _x000D_
`framework/validators/ExistValidator.php`_x000D_
`framework/validators/UniqueValidator.php`_x000D_
can use this method too_x000D_
_x000D_
Example: after path_x000D_
```php_x000D_
class Duration extends \yii\db\ActiveRecord {_x000D_
..._x000D_
    public function getUnit()_x000D_
    {_x000D_
        return $this->hasOne(DurationUnit::className(), ['id' => 'unitId'])->inverseOf('durations');_x000D_
    }_x000D_
..._x000D_
}_x000D_
```_x000D_
```php_x000D_
        echo Duration::find()_x000D_
            ->joinWith([_x000D_
                'unit as unitAlias' => function (DurationUnitQuery $query) {_x000D_
                    $query->andWhere(['id' => [5, 3, 2, 1]]);_x000D_
                }_x000D_
            ])_x000D_
            ->andWhere(['id' => [4, 5, 9]])_x000D_
            ->alias('durationAlias')_x000D_
            ->createCommand()->getRawSql();_x000D_
```_x000D_
produce_x000D_
```SQL_x000D_
SELECT `durationAlias`.* FROM `duration` `durationAlias` LEFT JOIN `duration_unit` `unitAlias` ON `durationAlias`.`unitId` = `unitAlias`.`id` WHERE (`id` IN (4, 5, 9)) AND (`unitAlias`.`id` IN (5, 3, 2, 1))_x000D_
```_x000D_
current _x000D_
```SQL_x000D_
SELECT `durationAlias`.* FROM `duration` `durationAlias` LEFT JOIN `duration_unit` `unitAlias` ON `durationAlias`.`unitId` = `unitAlias`.`id` WHERE (`id` IN (4, 5, 9)) AND (`id` IN (5, 3, 2, 1))_x000D_
```_x000D_
_x000D_
and ""as target"" result must be_x000D_
```SQL_x000D_
SELECT `durationAlias`.* FROM `duration` `durationAlias` LEFT JOIN `duration_unit` `unitAlias` ON `durationAlias`.`unitId` = `unitAlias`.`id` WHERE (`durationAlias`.`id` IN (4, 5, 9)) AND (`unitAlias`.`id` IN (5, 3, 2, 1))_x000D_
```_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | yes_x000D_
| Breaks BC?    | yes/no_x000D_
| Tests pass?   | yes/no_x000D_
| Fixed issues  | #7263, #14166, #14161, #14150_x000D_
",2017-05-17 10:06:57+00:00,2017-07-13T12:56:56Z,,False,1,0,8,43,27,3,1,2017-05-17 15:14:03+00:00,67.0,2447,True,False,False,False,False,False,162,1,632,119391.0,97231.0,22160.0,1.0,8.0,1.0,1.0,2017-05-17T12:24:07Z,yii2
14172,closed,Apply child table alias/name for joinWith case to condition columns (with test),bscheshirwork,"One step to resolve the problem with ambigous column name and apply alias._x000D_
_x000D_
As part of #7263:_x000D_
_x000D_
For case `joinWith` functional: only one child table inside `joinWithRelation` for each time_x000D_
i.e. not allowed _x000D_
```SQL_x000D_
SELECT * FROM_x000D_
a JOIN b,c _x000D_
WHERE a.id = b.a_id and b.id = c.b_id_x000D_
```_x000D_
i.e. ActiveQuery for the child table is have single `from` and can be use single prefix._x000D_
_x000D_
Note:_x000D_
for #14161_x000D_
This method can be private or _x000D_
`framework/validators/ExistValidator.php`_x000D_
`framework/validators/UniqueValidator.php`_x000D_
can use this method too_x000D_
_x000D_
Example: after path_x000D_
```php_x000D_
class Duration extends \yii\db\ActiveRecord {_x000D_
..._x000D_
    public function getUnit()_x000D_
    {_x000D_
        return $this->hasOne(DurationUnit::className(), ['id' => 'unitId'])->inverseOf('durations');_x000D_
    }_x000D_
..._x000D_
}_x000D_
```_x000D_
```php_x000D_
        echo Duration::find()_x000D_
            ->joinWith([_x000D_
                'unit as unitAlias' => function (DurationUnitQuery $query) {_x000D_
                    $query->andWhere(['id' => [5, 3, 2, 1]]);_x000D_
                }_x000D_
            ])_x000D_
            ->andWhere(['id' => [4, 5, 9]])_x000D_
            ->alias('durationAlias')_x000D_
            ->createCommand()->getRawSql();_x000D_
```_x000D_
produce_x000D_
```SQL_x000D_
SELECT `durationAlias`.* FROM `duration` `durationAlias` LEFT JOIN `duration_unit` `unitAlias` ON `durationAlias`.`unitId` = `unitAlias`.`id` WHERE (`id` IN (4, 5, 9)) AND (`unitAlias`.`id` IN (5, 3, 2, 1))_x000D_
```_x000D_
current _x000D_
```SQL_x000D_
SELECT `durationAlias`.* FROM `duration` `durationAlias` LEFT JOIN `duration_unit` `unitAlias` ON `durationAlias`.`unitId` = `unitAlias`.`id` WHERE (`id` IN (4, 5, 9)) AND (`id` IN (5, 3, 2, 1))_x000D_
```_x000D_
_x000D_
and ""as target"" result must be_x000D_
```SQL_x000D_
SELECT `durationAlias`.* FROM `duration` `durationAlias` LEFT JOIN `duration_unit` `unitAlias` ON `durationAlias`.`unitId` = `unitAlias`.`id` WHERE (`durationAlias`.`id` IN (4, 5, 9)) AND (`unitAlias`.`id` IN (5, 3, 2, 1))_x000D_
```_x000D_
_x000D_
include some tests_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | yes_x000D_
| Breaks BC?    | yes/no_x000D_
| Tests pass?   | yes/no_x000D_
| Fixed issues  | #7263, #14166, #14161, #14150 _x000D_
",2017-05-17 15:13:50+00:00,2017-12-20T10:36:51Z,,False,4,0,6,87,51,4,4,2017-12-20 10:36:51+00:00,79.0,2490,True,False,False,False,False,False,734,4,315,34570.0,26717.0,7853.0,1.0,6.0,2.0,4.0,2017-12-19T22:00:08Z,yii2
14177,closed,"Translate ""Looking Ahead"" guide to Bahasa Indonesia",novrian,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | no_x000D_
| Fixed issues  | _x000D_
",2017-05-18 15:02:52+00:00,2017-05-25T11:01:36Z,2017-05-18T15:06:30Z,True,1,0,1,35,0,1,1,2017-05-18 15:06:30+00:00,51.0,194,False,False,False,False,False,False,0,1,11,35.0,35.0,0.0,1.0,1.0,1.0,1.0,2017-05-18T15:06:23Z,yii2
14179,closed,Bug #11825: User can login by cookie only once when `autoRenewCookie` is set to false,shirase,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #11825_x000D_
",2017-05-18 19:48:33+00:00,2017-08-13T18:17:23Z,,False,1,0,2,2,1,2,1,2017-08-13 18:17:23+00:00,85.0,202,False,False,False,False,False,False,2,1,65,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2017-08-13T18:17:21Z,yii2
14185,closed,Removed non-default call of `$app-get()` in favor of using `$app->has()`,SamMousa,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
_x000D_
This is a small code quality improvement. Related to #14184_x000D_
",2017-05-22 08:59:23+00:00,2017-07-04T10:52:54Z,2017-07-04T10:52:53Z,True,9,4,2,2,3,1,15,2017-07-04 10:52:53+00:00,72.0,244,False,False,False,False,False,False,2,9,1982,9.0,4.0,5.0,1.0,2.0,3.0,9.0,2017-06-15T10:44:21Z,yii2
14189,closed,add sysexits to ConsoleHelper,tom--,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | yes_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #14188 ",2017-05-22 18:16:51+00:00,2017-07-12T15:09:11Z,,False,9,18,5,88,0,2,27,2017-07-12 15:09:11+00:00,29.0,195,True,False,False,False,False,False,278,9,3914,10985.0,8894.0,2091.0,2.0,5.0,3.0,9.0,2017-05-22T23:45:19Z,yii2
1419,closed,Fixed parent function call in afterSave code example,bethrezen,,2013-12-04 12:50:51+00:00,2014-06-13T15:14:14Z,2013-12-04T12:56:54Z,True,1,0,1,1,1,1,1,2013-12-04 12:56:54+00:00,52.0,0,False,False,False,False,False,False,1,1,9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2013-12-04T12:57:00Z,yii2
14190,closed,Variadic parameters support for DI container,SamMousa,"Just tests that do not pass._x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes/no_x000D_
| New feature?  | yes/no_x000D_
| Breaks BC?    | yes/no_x000D_
| Tests pass?   | no_x000D_
| Fixed issues  | #14126 _x000D_
",2017-05-23 06:36:16+00:00,2017-09-29T19:09:59Z,2017-09-29T19:09:57Z,True,7,10,12,65,3,5,20,2017-09-29 19:09:57+00:00,44.0,257,True,False,False,False,False,False,276,7,561,34384.0,26495.0,7889.0,2.0,12.0,2.0,7.0,2017-05-23T06:36:30Z,yii2
14193,closed,GridView-columns-special-value-to-disable-colunm,bscheshirwork,"For a case non-simple-gii-generated GridView..._x000D_
_x000D_
Add a simple logic to turn off the column:_x000D_
```php_x000D_
    <?= GridView::widget([_x000D_
        'dataProvider' => $dataProvider,_x000D_
        'filterModel' => $searchModel,_x000D_
        'columns' => [_x000D_
            ['class' => 'yii\grid\SerialColumn'],_x000D_
'~5 first like this' => [_x000D_
                'format' => 'raw',_x000D_
                'attribute' => 'attributeName',_x000D_
                'label' => $searchModel->getAttributeLabel('searchAttributeName'),_x000D_
                'content' => callbackToAttributeName(),_x000D_
                'filter' => filterToAttributeName(),_x000D_
            ],_x000D_
_x000D_
'underDiscussion' => \Yii::$app->user->can('viewUnderDiscussionColumn') ? [_x000D_
                'format' => 'raw',_x000D_
                'attribute' => 'attributeName',_x000D_
                'label' => $searchModel->getAttributeLabel('searchAttributeName'),_x000D_
                'content' => callbackToAttributeName(),_x000D_
                'filter' => filterToAttributeName(),_x000D_
            ] : false,_x000D_
_x000D_
'~5 last like this' => [_x000D_
                'format' => 'raw',_x000D_
                'attribute' => 'attributeName',_x000D_
                'label' => $searchModel->getAttributeLabel('searchAttributeName'),_x000D_
                'content' => callbackToAttributeName(),_x000D_
                'filter' => filterToAttributeName(),_x000D_
            ]',_x000D_
        ],_x000D_
    ]); ?>_x000D_
```_x000D_
_x000D_
p.s.: `visible` is request to create the column before disable it. Its terrible._x000D_
_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | yes_x000D_
| Breaks BC?    | no_x000D_
",2017-05-23 13:55:58+00:00,2017-08-09T09:22:07Z,,False,19,1,12,37,5,2,21,2017-08-09 09:19:24+00:00,48.0,1811,True,False,False,False,False,False,1010,19,7904,165456.0,132821.0,32635.0,3.0,12.0,8.0,19.0,2017-05-25T09:25:26Z,yii2
14194,closed,Bug #14192 postgresql wrong default null value for timestamp,Tigrov,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #14192_x000D_
",2017-05-23 15:06:31+00:00,2019-09-04T06:32:41Z,,False,1,3,2,23,3,2,4,2017-06-11 15:48:47+00:00,60.0,202,True,False,False,False,False,False,3,1,99,26.0,23.0,3.0,1.0,2.0,1.0,1.0,2017-06-11T15:48:47Z,yii2
